ENT,CNT,SM,CRL,STD,Output
7.500692364169163,4.446105898767337,0.9995618102581584,0.9893373214367212,47.76103441869062,1
7.707978722087379,13.065036078307504,0.9996458790229074,0.9719466163545548,53.13091106494004,1
7.348933579193586,8.353436647905628,0.9994456172595668,0.9724975544608636,42.45948609975749,1
7.760314673523715,11.191044432579538,0.9997743185671264,0.9757623306341876,66.55843060768872,1
7.38990980067833,4.315616457642586,0.999489125003325,0.9886860928051252,44.2315045817992,1
7.584048584490262,9.391058215957932,0.9996214716041216,0.9820737785124484,51.388809402592166,1
7.393327918249327,8.085079358675639,0.9994195842336224,0.9747844418041623,41.49581771421688,1
7.500692364169163,4.446105898767337,0.9995618102581584,0.9893373214367212,47.76103441869062,1
7.648087328851031,7.3526288729024225,0.9997266512772668,0.9790720114358744,60.475868009790055,1
7.563006773259832,8.456025496647747,0.9996016600690292,0.9828824535254016,50.09409816249996,1
7.573930494418485,8.138097157139985,0.9996045080622132,0.9823066721076764,50.27421356297854,1
7.568787580937801,9.095271539077418,0.999558630023354,0.9800766507779582,47.588579632273785,1
7.774874104132175,14.474378504912934,0.9996808122457556,0.9704944979355818,55.96384790608664,1
7.737891287551594,7.061679735272877,0.999740918409144,0.9795987649790971,62.119143108496935,1
7.49064838614852,10.144697597816094,0.9995240346776252,0.969897670563494,45.82568491608161,1
7.572099267291328,7.587385713136699,0.9996744820968329,0.9734503736469482,55.41685350835516,1
7.395727184330946,3.595148475138009,0.9995188260570866,0.9904926331420444,45.57686393433468,1
7.718750084772256,7.042044732301626,0.9997353445652633,0.9822104025550036,61.461352763039066,1
7.329090175455246,3.844430513199901,0.9997208848289796,0.9874466373442896,59.84772705463439,1
7.774874104132175,14.474378504912934,0.9996808122457556,0.9704944979355818,55.96384790608664,1
7.60511839849963,7.848994807072046,0.9996762553335096,0.9730146476161328,55.56846205428915,1
7.528091242892019,9.109423184447406,0.99954229727868,0.9765195841652504,46.731405280020645,1
7.67493595298127,9.900313057498812,0.9997202540353712,0.9729361434405082,59.78019539074867,1
7.729980579207749,8.321979213546182,0.9997489850801852,0.9779757586484557,63.10964221413128,1
7.648087328851031,7.3526288729024225,0.9997266512772668,0.9790720114358744,60.475868009790055,1
7.566784025835091,7.62619773463649,0.9996703093561145,0.9730139354503424,55.06492923356727,1
7.728885379323313,8.565114761365455,0.9997144569709178,0.9732216298454692,59.170086631431616,1
7.478213401770879,4.128341617083045,0.9995407786726213,0.991156239005164,46.654037452507744,1
7.46113255340926,9.32323584168947,0.999513511627551,0.9728017230401496,45.32711756567456,1
