ENT,CNT,SM,CRL,STD,VAR,KTS,Output
7.500692364169163,4.446105898767337,0.9995618102581584,0.9893373214367212,47.76103441869062,2281.1164087433503,2.0654136498985003,1
7.707978722087379,13.065036078307504,0.9996458790229074,0.9719466163545548,53.13091106494004,2822.8937105905675,2.277341847123044,1
7.348933579193586,8.353436647905628,0.9994456172595668,0.9724975544608636,42.45948609975749,1802.8079598554996,3.3008605536351885,1
7.760314673523715,11.191044432579538,0.9997743185671264,0.9757623306341876,66.55843060768872,4430.024684958515,2.1529918465460085,1
7.38990980067833,4.315616457642586,0.999489125003325,0.9886860928051252,44.2315045817992,1956.4259975697237,2.26109197967701,1
7.584048584490262,9.391058215957932,0.9996214716041216,0.9820737785124484,51.388809402592166,2640.809731815945,3.299008451937808,1
7.393327918249327,8.085079358675639,0.9994195842336224,0.9747844418041623,41.49581771421688,1721.902887771516,2.924513482574389,1
7.500692364169163,4.446105898767337,0.9995618102581584,0.9893373214367212,47.76103441869062,2281.1164087433503,2.0654136498985003,1
7.648087328851031,7.3526288729024225,0.9997266512772668,0.9790720114358744,60.475868009790055,3657.330611537548,2.167697434249692,1
7.563006773259832,8.456025496647747,0.9996016600690292,0.9828824535254016,50.09409816249996,2509.4186707141816,2.2130269011439467,1
7.573930494418485,8.138097157139985,0.9996045080622132,0.9823066721076764,50.27421356297854,2527.496549375975,3.2639344820960705,1
7.568787580937801,9.095271539077418,0.999558630023354,0.9800766507779582,47.588579632273785,2264.672911417263,2.384028602541022,1
7.774874104132175,14.474378504912934,0.9996808122457556,0.9704944979355818,55.96384790608664,3131.952272455598,2.219780929325172,1
7.737891287551594,7.061679735272877,0.999740918409144,0.9795987649790971,62.119143108496935,3858.787940533922,1.8931959319916447,1
7.49064838614852,10.144697597816094,0.9995240346776252,0.969897670563494,45.82568491608161,2099.9933980279898,2.5932412807244223,1
7.572099267291328,7.587385713136699,0.9996744820968329,0.9734503736469482,55.41685350835516,3071.027652766496,2.290338143631691,1
7.395727184330946,3.595148475138009,0.9995188260570866,0.9904926331420444,45.57686393433468,2077.250526088857,2.004325125582429,1
7.718750084772256,7.042044732301626,0.9997353445652633,0.9822104025550036,61.461352763039066,3777.4978834627295,1.8061932223582848,1
7.329090175455246,3.844430513199901,0.9997208848289796,0.9874466373442896,59.84772705463439,3581.7504336060174,2.008720075135245,1
7.774874104132175,14.474378504912934,0.9996808122457556,0.9704944979355818,55.96384790608664,3131.952272455598,2.219780929325172,1
7.60511839849963,7.848994807072046,0.9996762553335096,0.9730146476161328,55.56846205428915,3087.853975078973,2.316162440302448,1
7.528091242892019,9.109423184447406,0.99954229727868,0.9765195841652504,46.731405280020645,2183.824239445541,2.4469653500046538,1
7.67493595298127,9.900313057498812,0.9997202540353712,0.9729361434405082,59.78019539074867,3573.671760956089,2.314353592103064,1
7.729980579207749,8.321979213546182,0.9997489850801852,0.9779757586484557,63.10964221413128,3982.8269403956606,2.024557398490113,1
7.648087328851031,7.3526288729024225,0.9997266512772668,0.9790720114358744,60.475868009790055,3657.330611537548,2.167697434249692,1
7.566784025835091,7.62619773463649,0.9996703093561145,0.9730139354503424,55.06492923356727,3032.146431497771,2.3301335723057286,1
7.728885379323313,8.565114761365455,0.9997144569709178,0.9732216298454692,59.170086631431616,3501.0991519711224,2.0806891447733005,1
7.478213401770879,4.128341617083045,0.9995407786726213,0.991156239005164,46.654037452507744,2176.599210619995,2.038009131580202,1
7.46113255340926,9.32323584168947,0.999513511627551,0.9728017230401496,45.32711756567456,2054.547586812484,2.635249772435168,1
7.573713760530858,9.24536923322891,0.999658074553726,0.9673325417208354,54.070455469014505,2923.6141546266804,2.501071406835908,1
7.366229903652937,3.786613461374852,0.9997328998976523,0.987604722068772,61.17936499900754,3742.914701681789,1.9489848896452115,1
7.464564636847532,9.217516319048512,0.9995052823917386,0.9727441963375844,44.94836125828545,2020.3551798053363,2.586096031752571,1
7.627443159019412,8.348683143037972,0.9996978826928014,0.9738168326521816,57.52366965718135,3308.972570828527,2.375399245857904,1
